302,550,0,456
303,591,0,527
304,592,0,515
305,523,0,391
306,554,0,380
307,595,0,419
308,497,0,382
309,463,0,404
310,541,0,401
311,538,0,345
312,553,0,336
313,513,0,400
314,490,0,425
315,506,0,421
316,539,0,459
317,544,0,524
318,598,0,531
319,452,0,577
320,494,0,612
321,575,0,593
322,586,0,645
323,511,0,670
324,534,0,656
325,599,0,659
326,464,0,612
328,572,0,567
329,595,0,615
330,615,0,630
331,491,0,655
332,551,0,612
333,582,0,688
334,615,0,688
335,438,0,713
336,458,0,748
337,507,0,767
338,541,0,819
339,581,0,851
340,621,0,883
341,644,0,917
342,627,0,952
343,440,0,931
344,525,0,899
345,548,0,937
347,627,0,940
348,431,0,948
349,483,0,989
350,598,0,980
351,627,0,1053
352,682,0,1065
353,707,0,1072
354,722,0,1001
355,384,0,1068
356,417,0,1057
357,450,0,1054
358,519,0,1091
359,550,0,1108
360,558,0,1142
361,612,0,1099
362,690,0,1102
363,689,0,1157
364,333,0,1166
365,396,0,1162
366,370,0,1201
367,574,0,1144
368,468,0,1239
369,525,0,1241
370,552,0,1286
371,600,0,1289
372,640,0,1283
375,406,0,1202
376,379,0,1262
377,442,0,1264
378,466,0,1280
379,514,0,1253
380,540,0,1260
381,599,0,1259
382,646,0,1273
383,700,0,1230
384,718,0,1234
385,717,0,1174
386,386,0,1203
387,439,0,1228
388,487,0,1233
389,565,0,1227
390,589,0,1205
391,497,0,1158
392,697,0,1188
393,352,0,1164
394,332,0,1196
395,386,0,1205
396,417,0,1214
399,427,0,1210
400,525,0,1275
401,566,0,1313
402,629,0,1316
403,604,0,1336
404,669,0,1390
405,444,0,1307
406,713,0,1386
407,708,0,1326
408,321,0,1391
409,359,0,1453
410,399,0,1492
411,429,0,1503
413,493,0,1416
414,556,0,1474
415,633,0,1458
416,660,0,1478
417,738,0,1464
418,712,0,1491
419,762,0,1543
420,785,0,1490
421,832,0,1569
422,887,0,1567
423,310,0,1593
424,352,0,1578
425,381,0,1693
426,441,0,1675
427,497,0,1704
428,540,0,1680
430,645,0,1621
431,227,0,1588
432,711,0,1687
433,775,0,1681
434,827,0,1656
435,813,0,1581
436,267,0,1573
437,361,0,1559
438,352,0,1634
439,407,0,1578
440,450,0,1650
441,506,0,1635
442,565,0,1639
443,614,0,1662
444,687,0,1614
445,699,0,1570
446,722,0,1602
447,437,0,1402
448,817,0,1587
449,826,0,1557
450,323,0,1518
451,337,0,1464
452,408,0,1521
453,450,0,1501
454,467,0,1474
455,501,0,1458
456,565,0,1479
457,625,0,1478
458,668,0,1449
459,704,0,1366
460,711,0,1414
461,333,0,1395
462,393,0,1369
463,375,0,1429
465,397,0,1496
466,423,0,1569
467,477,0,1568
468,498,0,1582
469,545,0,1521
471,618,0,1577
472,712,0,1650
473,731,0,1658
474,760,0,1594
475,255,0,1520
476,830,0,1517
477,828,0,1486
478,317,0,1418
479,338,0,1481
480,636,0,1350
481,439,0,1454
482,507,0,1468
483,547,0,1464
484,599,0,1462
485,676,0,1464
486,712,0,1417
487,707,0,1467
488,791,0,1469
489,315,0,1502
490,353,0,1526
491,394,0,1531
492,430,0,1485
493,479,0,1506
494,513,0,1492
495,584,0,1484
496,653,0,1471
497,697,0,1449
498,688,0,1514
499,717,0,1481
